#chr	start	stop
chr19	50440865	50441390
chr19	50487018	50487309
chr19	50490483	50490689
chr19	50528229	50529424
chr19	50553663	50554500
chr19	50595843	50596035
chr19	50601241	50601411
chr19	50604296	50604461
chr19	50609456	50609806
chr19	50618971	50619266
chr19	50624491	50624669
chr19	50629866	50630376
chr19	50631751	50631943
chr19	50637022	50637316
chr19	50642319	50642663
chr19	50650814	50651802
chr19	50803996	50804418
chr19	50828944	50829118
chr19	50832294	50832920
chr19	50836616	50837210
chr19	50850439	50850911
chr19	50860424	50861815
chr19	50867137	50867482
chr19	50871931	50872687
chr19	50879439	50880226
chr19	50887087	50887914
chr19	50918013	50918324
chr19	50934782	50935581
chr19	50979450	50980155
chr19	51003730	51003946
chr19	51014097	51015015
chr19	51059713	51060384
chr19	51111281	51111760
chr19	51142605	51142853
chr19	51161292	51161750
chr19	51182396	51183018
chr19	51227786	51228647
chr19	51286819	51287059
chr19	51307490	51308573
chr19	51320692	51321282
chr19	51339140	51339525
chr19	51353250	51353475
chr19	51425342	51425921
chr19	51600649	51600860
chr19	51611125	51612204
chr19	51617526	51617961
chr19	51626850	51627092
chr19	51635353	51635658
chr19	51661658	51662175
chr19	51672315	51672958
chr19	51698019	51698355
chr19	51759907	51760114
chr19	51842132	51843516
chr19	51857873	51858395
chr19	51869475	51871363
chr19	51875980	51876634
chr19	51897299	51897966
chr19	51911146	51911382
chr19	51920845	51921022
chr19	51925219	51925529
chr19	51944173	51945464
chr19	51972531	51972827
chr19	51976008	51976415
chr19	51982920	51983197
chr19	52074137	52074995
chr19	52097340	52098001
chr19	52110253	52110639
chr19	52160138	52160381
chr19	52172450	52172883
chr19	52193677	52194108
chr19	52207033	52207796
chr19	52281250	52281510
chr19	52288109	52288659
chr19	52407583	52408524
chr19	52430047	52430962
chr19	52489758	52490283
chr19	52510859	52511952
chr19	52531309	52532141
chr19	52551702	52552671
chr19	52598732	52599221
chr19	52642566	52643565
chr19	52674406	52675290
chr19	52692628	52693832
chr19	52729990	52730353
chr19	52772492	52773406
chr19	52799916	52801011
chr19	52839253	52840077
chr19	52872905	52873569
chr19	52900917	52901511
chr19	53030330	53031351
chr19	53038870	53039863
chr19	53073157	53074017
chr19	53104016	53104978
chr19	53141008	53142041
chr19	53193136	53194233
chr19	53237873	53238837
chr19	53289633	53290493
chr19	53324290	53325125
chr19	53360414	53361266
chr19	53400513	53401243
chr19	53426245	53427022
chr19	53445474	53446364
chr19	53465480	53466713
chr19	53496201	53497481
chr19	53606033	53607177
chr19	53661554	53662629
chr19	53696506	53696856
chr19	53699951	53700625
chr19	53757869	53758440
chr19	53836468	53837509
chr19	53868575	53869392
chr19	53898040	53898887
chr19	53928236	53928483
chr19	53934692	53935683
chr19	53970507	53971373
chr19	54023827	54024525
chr19	54040766	54041638
chr19	54056528	54056699
chr19	54057087	54058329
chr19	54249696	54250016
chr19	54276271	54276531
chr19	54295902	54296684
chr19	54345450	54345757
chr19	54356103	54356580
chr19	54370563	54371301
chr19	54372382	54372968
chr19	54380788	54381037
chr19	54382564	54382854
chr19	54385250	54385593
chr19	54393142	54393356
chr19	54406480	54406763
chr19	54410108	54410367
chr19	54480835	54481142
chr19	54599143	54600065
chr19	54605744	54606470
chr19	54618362	54619335
chr19	54640537	54641852
chr19	54663174	54664061
chr19	54666150	54666399
chr19	54672010	54672476
chr19	54693117	54695297
chr19	54704275	54705344
chr19	54712103	54712305
chr19	54714506	54715051
chr19	54735536	54735953
chr19	54751694	54752188
chr19	54836473	54836859
chr19	54861027	54861267
chr19	54870838	54871369
chr19	54873397	54874027
chr19	54881762	54882511
chr19	54889830	54890301
chr19	54899781	54900606
chr19	54942016	54942193
chr19	54950497	54950848
chr19	54959730	54960925
chr19	54974302	54976165
chr19	54984310	54984774
chr19	55009048	55009392
chr19	55020533	55020749
chr19	55030083	55030260
chr19	55034533	55034829
chr19	55135497	55135897
chr19	55455484	55455652
chr19	55477627	55477956
chr19	55494384	55494565
chr19	55517223	55517811
chr19	55553583	55554005
chr19	55574093	55574791
chr19	55591642	55591861
chr19	55592045	55593178
chr19	55627712	55627995
chr19	55628920	55629493
chr19	55671994	55672403
chr19	55677481	55678723
chr19	55685334	55685635
chr19	55690486	55691632
chr19	55727909	55728268
chr19	55765272	55765685
chr19	55770071	55771181
chr19	55791230	55791974
chr19	55803397	55803675
chr19	55813135	55813600
chr19	55850106	55851357
chr19	55865191	55865816
chr19	55895326	55895632
chr19	55896455	55897846
chr19	55909499	55909981
chr19	55918691	55919845
chr19	55929557	55929765
chr19	55972876	55973567
chr19	55979262	55979697
chr19	55987653	55988765
chr19	55996258	55996702
chr19	56015089	56015721
chr19	56028199	56028744
chr19	56092250	56092534
chr19	56098566	56099003
chr19	56110296	56111772
chr19	56116194	56117834
chr19	56135490	56136383
chr19	56137667	56138016
chr19	56143094	56143265
chr19	56143879	56144046
chr19	56146057	56146601
chr19	56151550	56151734
chr19	56152317	56152583
chr19	56154062	56155003
chr19	56165072	56167031
chr19	56186284	56186946
chr19	56577779	56578218
chr19	56592057	56592407
chr19	56616568	56616843
chr19	56631750	56632152
chr19	56632316	56633322
chr19	56651934	56652733
chr19	56683247	56683494
chr19	56757548	56757774
chr19	56764215	56764416
chr19	56825744	56826989
chr19	56845031	56845305
chr19	56879388	56880068
chr19	56904583	56905203
chr19	56914832	56916091
chr19	56988850	56989483
chr19	57018930	57019511
chr19	57049676	57050594
chr19	57078384	57079211
chr19	57106413	57107059
chr19	57182801	57183376
chr19	57683607	57683873
chr19	57702588	57703358
chr19	57751629	57752507
chr19	57791122	57792202
chr19	57831508	57832399
chr19	57862377	57863017
chr19	57874370	57875156
chr19	57900833	57901807
chr19	57922192	57923071
chr19	57946313	57947132
chr19	57988656	57989284
chr19	57998971	57999478
chr19	58011072	58011722
chr19	58038324	58039265
chr19	58070521	58071631
chr19	58090007	58090568
chr19	58095187	58095703
chr19	58110946	58111841
chr19	58125394	58125816
chr19	58144177	58144967
chr19	58192969	58193600
chr19	58220032	58220685
chr19	58238182	58239297
chr19	58249845	58250275
chr19	58257969	58258591
chr19	58280718	58281613
chr19	58325959	58326577
chr19	58330694	58331370
chr19	58360892	58361700
chr19	58399831	58400639
chr19	58427566	58428413
chr19	58458587	58459343
chr19	58513433	58514498
chr19	58520977	58521191
chr19	58609216	58610269
chr19	58661734	58662263
chr19	58666126	58666800
chr19	58694086	58695308
chr19	58739748	58740526
chr19	58789674	58790863
chr19	58816299	58817120
chr19	58837954	58839174
chr19	58858588	58859497
chr19	58867805	58868096
chr19	58873444	58874513
chr19	58891816	58892990
chr19	58897790	58898898
chr19	58912444	58913301
chr19	58919460	58920750
chr19	58951185	58952061
chr19	58962593	58963537
chr19	58978033	58978909
chr19	58986893	58987973
chr19	59000182	59000723
chr19	59010508	59011225
chr19	59025219	59025678
chr19	59030509	59031646
chr19	59055204	59056374
chr19	59066255	59066780
chr19	59069925	59070727
chr19	59084030	59085155
chr19	59086581	59087254
chr19	59092419	59092790
chr19	59117105	59118075
chr2	10216	10567
chr2	32185	32342
chr2	126649	126916
chr2	175975	176982
chr2	264004	265368
chr2	306879	307088
chr2	317737	318302
chr2	393832	394645
chr2	420045	420336
chr2	429831	430277
chr2	437877	438461
chr2	460979	461448
chr2	584912	585505
chr2	636727	637204
chr2	648575	648746
chr2	662509	662876
chr2	676417	677772
chr2	706006	706639
chr2	722205	722396
chr2	836591	836883
chr2	843256	843514
chr2	905499	905814
chr2	941772	942492
chr2	946331	946503
chr2	960828	961012
chr2	966273	966439
chr2	969819	970270
chr2	1027858	1028078
chr2	1101815	1102414
chr2	1136141	1136477
chr2	1158563	1158916
chr2	1175475	1175970
chr2	1218148	1218425
chr2	1227155	1227478
chr2	1248831	1248991
chr2	1308237	1308427
chr2	1390065	1390418
chr2	1421347	1421642
chr2	1451700	1452061
chr2	1513009	1513789
chr2	1521894	1522506
chr2	1554618	1554859
chr2	1584541	1584979
chr2	1666903	1667146
chr2	1698885	1699071
chr2	1783752	1784287
chr2	1821259	1821556
chr2	1847697	1847865
chr2	1865373	1865735
chr2	1988315	1988506
chr2	1994300	1994462
chr2	1999850	2000161
chr2	2060639	2061577
chr2	2207008	2207576
chr2	2261890	2262451
chr2	2289788	2289948
chr2	2299334	2299575
chr2	2343602	2343817
chr2	2345078	2345261
chr2	2465997	2466178
chr2	2617148	2617816
chr2	2650213	2650987
chr2	2815406	2815699
chr2	2819101	2819393
chr2	2827031	2827206
chr2	2841448	2841681
chr2	2930192	2930410
chr2	2985757	2986002
chr2	3088885	3089112
chr2	3184190	3185095
chr2	3226445	3227437
chr2	3246403	3246897
chr2	3299841	3300073
chr2	3307323	3307766
chr2	3319095	3319745
chr2	3381232	3382121
chr2	3383345	3384009
chr2	3414667	3414844
chr2	3427462	3427796
chr2	3427822	3428012
chr2	3465987	3466584
chr2	3487073	3487259
chr2	3522244	3523575
chr2	3605650	3606546
chr2	3622517	3623541
chr2	3637771	3638191
chr2	3698677	3698852
chr2	3699407	3699946
chr2	3828357	3828634
chr2	3830826	3831073
chr2	3842257	3842485
chr2	3845698	3845864
chr2	4126785	4126974
chr2	4137752	4137946
chr2	4452846	4453059
chr2	4694578	4695471
chr2	4782398	4782626
chr2	4812942	4813105
chr2	4820179	4820379
chr2	4841882	4842125
chr2	4842602	4842806
chr2	4971511	4971685
chr2	5189968	5190231
chr2	5233826	5233990
chr2	5282558	5282935
chr2	5337827	5338332
chr2	5509910	5510138
chr2	5565033	5565195
chr2	5624805	5624980
chr2	5766658	5767162
chr2	5768364	5769118
chr2	5770738	5770942
chr2	5902174	5902495
chr2	5977856	5978029
chr2	6088338	6088580
chr2	6364615	6364787
chr2	6539087	6539306
chr2	6652236	6652450
chr2	6679904	6680080
chr2	6731706	6731985
chr2	6913210	6913521
chr2	6966453	6966850
chr2	7005503	7006761
chr2	7017579	7018137
chr2	7046437	7046728
chr2	7049887	7050361
chr2	7053678	7054263
chr2	7057238	7058252
chr2	7104406	7104599
chr2	7171765	7172259
chr2	7184565	7184806
chr2	7198081	7198406
chr2	7199263	7199652
chr2	7237448	7237961
chr2	7273448	7273633
chr2	7316887	7317140
chr2	7343225	7343508
chr2	7407429	7407610
chr2	7428827	7428992
chr2	7460721	7461067
chr2	7497179	7497657
chr2	7532275	7532441
chr2	7570750	7571261
chr2	7577352	7578455
chr2	7590485	7591181
chr2	7608182	7608617
chr2	7628725	7628901
chr2	7693150	7693430
chr2	7707564	7708288
chr2	7749551	7749770
chr2	7812215	7812653
chr2	7865716	7865899
chr2	7865950	7866426
chr2	7870740	7870953
chr2	7884833	7885240
chr2	7898229	7898635
chr2	7913537	7913885
chr2	7965839	7966563
chr2	7988099	7988680
chr2	7999361	7999553
chr2	8015011	8015596
chr2	8071009	8071587
chr2	8079793	8080188
chr2	8096438	8096612
chr2	8124778	8125281
chr2	8190214	8191109
chr2	8231171	8231501
chr2	8260087	8260523
chr2	8268591	8268930
chr2	8269868	8270168
chr2	8295157	8295660
chr2	8324138	8324371
chr2	8369779	8369956
chr2	8370114	8370299
chr2	8379917	8380129
chr2	8429349	8429541
chr2	8436581	8436931
chr2	8442108	8442588
chr2	8443694	8443975
chr2	8446882	8447088
chr2	8477568	8477867
chr2	8517094	8517405
chr2	8548944	8549546
chr2	8596188	8596542
chr2	8597306	8597672
chr2	8615610	8615824
chr2	8617697	8617862
chr2	8618032	8618333
chr2	8621662	8622128
chr2	8627900	8628709
chr2	8654924	8655843
chr2	8683378	8684105
chr2	8685039	8685582
chr2	8748421	8749070
chr2	8818955	8819119
chr2	8821329	8821712
chr2	8821964	8822643
chr2	8944012	8944494
chr2	8977139	8978078
chr2	9112750	9112925
chr2	9143584	9144329
chr2	9183389	9183608
chr2	9193278	9193450
chr2	9211254	9211469
chr2	9282822	9283301
chr2	9346449	9346833
chr2	9445326	9446003
chr2	9511088	9511420
chr2	9546305	9546502
chr2	9562655	9564299
chr2	9585338	9585530
chr2	9603794	9604029
chr2	9614108	9615342
chr2	9628815	9628974
chr2	9685161	9685473
chr2	9688700	9688915
chr2	9692669	9692966
chr2	9695136	9696389
chr2	9721961	9722249
chr2	9734302	9735229
chr2	9747975	9748719
chr2	9758610	9758946
chr2	9770499	9771680
chr2	9795609	9796902
chr2	9804121	9804390
chr2	9833287	9833481
chr2	9843235	9843888
chr2	9848987	9849636
chr2	9850112	9850584
chr2	9871864	9872041
chr2	9876298	9876474
chr2	9879366	9879861
chr2	9892779	9893573
chr2	9894539	9894744
chr2	9919953	9920276
chr2	9922212	9922781
chr2	9939576	9940045
chr2	9953974	9954349
chr2	9983285	9984124
chr2	9984687	9984912
chr2	10037483	10037867
chr2	10054358	10055015
chr2	10067649	10067894
chr2	10091158	10092120
chr2	10105368	10105672
chr2	10116248	10116558
chr2	10124471	10124755
chr2	10133951	10134146
chr2	10169217	10169731
chr2	10183470	10184810
chr2	10191481	10191787
chr2	10212698	10212983
chr2	10219401	10219648
chr2	10231438	10231600
chr2	10253105	10253416
chr2	10260292	10261007
chr2	10262380	10263040
chr2	10294855	10295100
chr2	10299939	10300149
chr2	10442540	10443514
chr2	10443693	10444181
chr2	10455224	10455390
chr2	10469800	10470455
chr2	10471253	10472848
chr2	10522335	10522995
chr2	10548124	10548740
chr2	10548984	10549578
chr2	10587742	10589320
chr2	10633589	10634234
chr2	10678680	10678901
chr2	10684497	10684772
chr2	10760711	10760988
chr2	10793833	10794459
chr2	10801271	10801705
chr2	10808559	10808888
chr2	10829868	10830489
chr2	10838637	10838795
chr2	10859099	10859447
chr2	10872816	10872995
chr2	10930598	10931040
chr2	10932377	10932562
chr2	10945283	10945548
chr2	10945728	10945956
chr2	10950444	10950611
chr2	10952306	10953209
chr2	10972515	10972855
chr2	11005134	11005459
chr2	11036057	11036274
chr2	11093930	11094160
chr2	11218861	11219042
chr2	11243947	11244693
chr2	11258227	11258392
chr2	11269905	11270472
chr2	11272857	11273192
chr2	11294924	11295977
chr2	11316405	11316765
chr2	11343564	11343953
chr2	11377243	11377485
chr2	11415874	11416302
chr2	11458316	11458511
chr2	11458709	11458926
chr2	11483666	11485308
chr2	11586958	11587197
chr2	11605512	11606883
chr2	11618176	11618445
chr2	11694530	11694706
chr2	11711930	11712091
chr2	11722830	11723067
chr2	11724304	11724659
chr2	11809880	11810140
chr2	11828550	11828795
chr2	11833126	11833305
chr2	11884164	11884408
chr2	11886624	11887167
chr2	11890617	11890895
chr2	11893646	11894758
chr2	11915555	11915872
chr2	11919250	11919581
chr2	11925251	11925454
chr2	11961373	11961538
chr2	11969452	11970803
chr2	12003445	12004066
chr2	12006924	12007375
chr2	12022825	12022996
chr2	12023510	12023704
chr2	12054517	12054694
chr2	12085666	12085856
chr2	12146025	12146286
chr2	12176504	12176912
chr2	12184882	12185231
chr2	12217059	12217223
chr2	12221613	12221911
chr2	12251385	12251574
chr2	12267761	12268185
chr2	12317580	12318030
chr2	12332968	12333212
chr2	12411190	12411762
chr2	12424739	12424966
chr2	12433972	12434508
chr2	12442015	12442554
chr2	12443520	12443726
chr2	12486619	12486852
chr2	12553094	12553349
chr2	12556859	12557023
chr2	12570911	12571290
chr2	12589210	12589537
chr2	12591883	12592487
chr2	12596488	12597175
chr2	12628564	12628919
chr2	12633621	12633797
chr2	12635589	12635855
chr2	12641580	12642240
chr2	12644509	12644894
chr2	12647268	12647773
chr2	12654836	12655551
chr2	12661356	12661513
chr2	12662027	12662352
chr2	12694897	12695583
chr2	12714176	12714496
chr2	12728004	12728488
chr2	12842039	12842822
chr2	12849141	12849556
chr2	12856197	12857252
chr2	12858383	12858548
chr2	12868380	12869061
chr2	12956971	12957324
chr2	12997063	12997401
chr2	13018671	13019010
chr2	13037361	13037527
chr2	13049920	13050085
chr2	13089230	13089569
chr2	13146883	13147271
chr2	13280930	13281147
chr2	13376433	13376731
chr2	13448284	13448597
chr2	13524334	13524532
chr2	13721025	13721219
chr2	13781719	13781903
chr2	13782096	13782441
chr2	14022821	14023147
chr2	14051439	14052042
chr2	14083280	14083472
chr2	14086885	14087150
chr2	14117482	14117691
chr2	14152764	14152979
chr2	14426001	14426202
chr2	14521168	14521432
chr2	14566586	14566756
chr2	14592313	14592546
chr2	14602770	14602962
chr2	14629448	14630149
chr2	14641772	14642257
chr2	14684121	14684336
chr2	14774703	14774893
chr2	14789939	14790197
chr2	14802548	14802863
chr2	14903154	14903336
chr2	14942326	14942542
chr2	14992577	14992950
chr2	15044044	15044806
chr2	15132702	15133087
chr2	15282201	15282861
chr2	15313722	15313934
chr2	15316949	15317747
chr2	15461016	15461321
chr2	15583498	15583678
chr2	15589874	15590058
chr2	15700577	15702335
chr2	15717009	15717647
chr2	15731658	15732418
chr2	15777433	15777659
chr2	15850991	15851149
chr2	16105936	16106506
chr2	16108398	16108812
chr2	16275789	16276161
chr2	16330421	16330735
chr2	16415067	16415417
chr2	16576593	16576898
chr2	16775165	16775751
chr2	16789838	16790572
chr2	16830657	16831259
chr2	16906891	16907153
chr2	16910150	16910311
chr2	16910536	16910874
chr2	16929055	16929344
chr2	16967153	16967383
chr2	17493271	17493615
chr2	17669943	17670174
chr2	17742392	17742567
chr2	17819345	17819511
chr2	17827108	17827696
chr2	17839879	17840134
chr2	17854021	17854678
chr2	17886289	17886467
chr2	17900979	17901270
chr2	17928845	17929036
chr2	17934490	17935814
chr2	18033610	18033783
chr2	18034395	18034599
chr2	18059928	18060553
chr2	18165357	18165581
chr2	18166383	18166746
chr2	18195219	18195619
chr2	18196469	18196766
chr2	18238543	18238736
chr2	18359796	18360253
chr2	18408376	18408575
chr2	18435653	18436061
chr2	18513801	18513976
chr2	18569093	18569355
chr2	18574293	18574503
chr2	18612089	18612294
chr2	18701722	18702171
chr2	18741142	18742230
chr2	18801598	18801817
chr2	19176188	19176381
chr2	19283151	19283755
chr2	19292780	19293031
chr2	19350103	19350284
chr2	19365103	19365327
chr2	19414614	19414974
chr2	19459358	19459556
chr2	19510901	19511207
chr2	19547352	19548267
chr2	19558080	19558287
chr2	19562672	19562892
chr2	19610587	19610772
chr2	19613088	19613257
chr2	19673812	19674229
chr2	19687859	19688270
chr2	19736012	19736190
chr2	20063114	20063513
chr2	20068351	20068933
chr2	20095451	20095642
chr2	20099889	20102026
chr2	20155654	20155924
chr2	20171554	20171800
chr2	20189529	20190196
chr2	20251157	20251946
chr2	20297861	20298265
chr2	20364231	20364598
chr2	20423608	20423841
chr2	20525873	20526211
chr2	20539574	20539803
chr2	20549902	20551334
chr2	20565068	20565564
chr2	20578944	20579146
chr2	20611307	20611739
chr2	20630779	20631014
chr2	20646607	20647158
chr2	20656918	20657105
chr2	20776261	20776589
chr2	20842098	20842412
chr2	20850486	20851407
chr2	20861149	20861637
chr2	20986007	20986216
chr2	21018630	21018939
chr2	21020194	21020411
chr2	21021879	21022217
chr2	21022350	21023087
chr2	21068215	21068603
chr2	21185877	21186051
chr2	21204155	21204315
chr2	21351233	21351394
chr2	21543643	21543829
chr2	21562247	21562819
chr2	21744474	21744649
chr2	22126249	22126780
chr2	22381673	22381920
chr2	22538803	22538982
chr2	22904652	22904820
chr2	22955688	22955858
chr2	23139264	23139428
chr2	23202713	23203049
chr2	23211866	23212732
chr2	23358272	23358449
chr2	23399808	23400056
chr2	23545253	23545444
chr2	23603644	23603992
chr2	23604073	23604291
chr2	23661319	23661494
chr2	23675708	23676176
chr2	23712426	23712933
chr2	23719988	23720254
chr2	23755175	23755958
chr2	23862347	23862520
chr2	23937203	23937381
chr2	23962986	23963233
chr2	24011035	24011204
chr2	24047634	24047972
chr2	24080684	24081123
chr2	24099124	24099304
chr2	24114739	24115314
chr2	24148697	24149031
chr2	24149210	24150617
chr2	24163027	24163979
chr2	24196303	24196481
chr2	24198552	24198779
chr2	24214611	24215087
chr2	24220410	24220589
chr2	24265229	24265478
chr2	24269912	24270579
chr2	24298827	24300191
chr2	24306692	24307732
chr2	24346125	24346913
chr2	24364258	24364521
chr2	24537040	24537361
chr2	24538686	24538892
chr2	24582680	24583801
chr2	24605254	24605642
chr2	24628177	24628341
chr2	24632776	24633064
chr2	24644646	24644935
chr2	24650476	24650654
chr2	24713500	24714332
chr2	24714496	24714996
chr2	24736947	24737109
chr2	24744055	24745218
chr2	24799224	24800915
chr2	24802410	24802586
chr2	24809344	24810191
chr2	24925621	24926067
chr2	24927626	24927957
chr2	25015736	25016895
chr2	25034022	25034278
chr2	25050251	25050909
chr2	25142117	25142711
chr2	25143054	25143643
chr2	25194187	25195325
chr2	25222180	25222345
chr2	25264406	25265340
chr2	25293935	25294182
chr2	25325238	25325693
chr2	25352051	25352681
chr2	25384194	25384550
chr2	25391127	25391500
chr2	25391584	25391776
chr2	25419101	25419697
chr2	25436707	25436909
chr2	25438748	25439328
chr2	25449326	25449554
chr2	25474261	25475457
chr2	25483924	25484218
chr2	25496265	25496737
chr2	25499748	25500299
chr2	25508726	25509250
chr2	25517138	25517375
chr2	25517800	25518485
chr2	25524354	25524826
chr2	25537204	25537667
chr2	25545949	25546299
chr2	25560132	25560432
chr2	25565192	25565697
chr2	25575664	25576562
chr2	25584870	25585806
chr2	25599494	25600242
chr2	25676033	25676605
chr2	25744883	25745607
chr2	25781110	25781514
chr2	25809606	25810414
chr2	25814710	25815269
chr2	25824781	25825269
chr2	25895626	25896939
chr2	25923098	25923402
chr2	25934707	25934933
chr2	25996562	25996722
chr2	26011433	26011630
chr2	26017376	26018106
chr2	26020690	26021001
chr2	26030860	26031439
chr2	26040513	26041064
chr2	26045088	26045345
chr2	26048073	26048588
chr2	26054757	26055133
chr2	26056302	26056548
chr2	26074657	26075149
chr2	26076095	26076384
chr2	26085526	26085711
chr2	26100314	26101827
chr2	26120084	26120302
chr2	26131850	26132201
chr2	26139252	26139965
chr2	26152559	26152716
chr2	26173998	26174267
chr2	26205012	26205714
chr2	26214287	26214946
chr2	26256125	26257676
chr2	26267137	26267375
chr2	26277978	26278155
chr2	26291317	26291958
chr2	26309154	26309526
chr2	26311010	26311219
chr2	26317239	26317401
chr2	26401769	26402106
chr2	26407468	26408156
chr2	26466866	26468523
chr2	26493410	26493796
chr2	26521652	26522541
chr2	26522743	26523424
chr2	26552971	26553328
chr2	26561389	26561595
chr2	26568314	26569891
chr2	26594162	26594556
chr2	26619404	26619887
chr2	26635200	26635373
chr2	26726161	26726783
chr2	26800628	26800924
chr2	26814896	26815063
chr2	26828345	26828539
chr2	26879221	26879398
chr2	26915344	26915614
chr2	26968579	26968860
chr2	26978010	26978178
chr2	26986844	26987405
chr2	26995304	26995525
chr2	27001645	27001965
chr2	27008408	27009364
chr2	27032807	27033113
chr2	27037685	27037914
chr2	27069287	27069576
chr2	27081138	27081304
chr2	27112188	27112363
chr2	27184544	27184865
chr2	27193081	27193786
chr2	27205186	27205455
chr2	27255348	27256340
chr2	27272914	27274879
chr2	27294170	27295242
chr2	27304057	27304503
chr2	27308793	27309930
chr2	27321434	27321660
chr2	27346275	27346851
chr2	27357118	27357859
chr2	27392757	27393153
chr2	27413289	27413490
chr2	27414240	27414618
chr2	27434350	27435768
chr2	27439998	27441039
chr2	27485630	27486017
chr2	27487816	27488097
chr2	27502670	27503203
chr2	27525962	27526530
chr2	27545702	27546355
chr2	27579060	27580283
chr2	27592697	27593844
chr2	27594021	27594334
chr2	27603339	27603949
chr2	27614134	27614839
chr2	27632082	27632987
chr2	27651150	27652259
chr2	27665154	27665423
chr2	27712176	27713039
chr2	27735007	27735344
chr2	27762850	27763014
chr2	27782846	27783013
chr2	27805644	27806332
chr2	27809961	27810178
chr2	27832100	27832261
chr2	27832680	27833118
chr2	27851295	27852140
chr2	27860883	27861866
chr2	27886261	27887261
chr2	27904827	27905427
chr2	27906305	27906818
chr2	27926554	27926922
chr2	27938032	27938535
chr2	27943020	27943314
chr2	27946301	27946498
chr2	27958587	27958832
chr2	27994304	27995157
chr2	28006518	28006964
chr2	28026549	28026809
chr2	28035081	28035256
chr2	28080364	28080586
chr2	28083113	28083504
chr2	28101058	28101268
chr2	28112912	28114436
chr2	28124224	28124519
chr2	28125054	28125416
chr2	28143282	28143726
chr2	28151127	28151288
chr2	28177351	28178255
chr2	28183256	28183771
chr2	28188607	28189012
chr2	28200665	28201539
chr2	28211719	28212219
chr2	28286350	28286525
chr2	28349324	28349493
chr2	28353822	28354132
chr2	28474192	28474400
chr2	28475150	28475448
chr2	28498984	28499337
chr2	28522854	28523037
chr2	28570965	28571239
chr2	28581884	28582680
chr2	28589590	28589984
chr2	28597042	28597202
chr2	28613152	28613839
chr2	28614714	28616294
chr2	28632013	28632526
chr2	28633189	28633601
chr2	28646831	28647339
chr2	28672684	28673241
chr2	28675326	28675558
chr2	28688169	28688652
chr2	28754285	28754451
chr2	28789342	28790224
chr2	28806874	28807346
chr2	28817140	28818119
chr2	28836163	28836503
chr2	28836896	28837221
chr2	28838713	28838918
chr2	28844171	28845061
chr2	28847727	28848297
chr2	28872090	28872711
chr2	28904045	28904672
chr2	28913112	28913503
chr2	28973723	28975305
chr2	29033253	29033995
chr2	29040520	29040864
chr2	29044153	29044654
chr2	29069605	29069956
chr2	29081795	29082151
chr2	29092573	29093720
chr2	29117087	29118311
chr2	29134240	29134401
chr2	29181632	29181831
chr2	29223489	29223728
chr2	29224087	29224266
chr2	29234292	29234811
chr2	29237328	29238337
chr2	29252344	29252544
chr2	29295617	29295823
chr2	29315554	29315742
chr2	29316889	29317385
chr2	29337932	29338627
chr2	29338961	29339628
chr2	29346410	29346735
chr2	29353151	29353412
chr2	29411829	29412315
chr2	29419646	29419953
chr2	29450760	29450925
chr2	29484974	29485219
chr2	29503168	29503529
chr2	29531949	29532202
chr2	29537721	29538456
chr2	29561209	29561376
chr2	29653648	29653849
chr2	29654441	29654614
chr2	29662837	29662997
chr2	29774319	29774514
chr2	29887090	29887263
chr2	29895276	29895619
chr2	29896094	29896264
chr2	29897103	29897280
chr2	30009750	30009924
chr2	30055245	30055422
chr2	30144307	30144654
chr2	30145910	30146225
chr2	30212088	30212261
chr2	30231374	30231563
chr2	30243973	30244159
chr2	30263115	30263306
chr2	30295199	30295381
chr2	30313622	30313940
chr2	30362076	30362664
chr2	30369003	30370260
chr2	30370438	30370816
chr2	30387749	30388243
chr2	30406285	30406511
chr2	30431424	30431617
chr2	30432168	30432350
chr2	30448122	30448410
chr2	30449300	30449847
chr2	30453880	30455402
chr2	30475466	30476231
chr2	30480292	30481074
chr2	30484643	30484884
chr2	30488990	30489492
chr2	30489986	30490653
chr2	30496129	30496583
chr2	30521266	30521425
chr2	30555834	30556197
chr2	30559853	30560354
chr2	30584686	30584995
chr2	30589276	30589516
chr2	30633181	30633676
chr2	30644304	30645636
chr2	30669926	30671324
chr2	30695193	30695439
chr2	30710717	30710953
chr2	30712299	30712489
chr2	30726191	30726748
chr2	30759986	30760174
chr2	30788862	30789323
chr2	30848674	30848863
chr2	30853984	30854153
chr2	30887943	30888113
chr2	30929916	30930089
chr2	30934574	30934893
chr2	30936888	30937171
chr2	30999268	30999443
chr2	31041005	31041202
chr2	31076277	31076440
chr2	31131128	31131322
chr2	31181544	31181719
chr2	31360990	31361520
chr2	31393097	31393365
chr2	31406080	31406260
chr2	31412157	31412362
chr2	31440512	31440693
chr2	31456644	31457374
chr2	31490647	31490826
chr2	31520596	31520844
chr2	31542413	31542582
chr2	31542616	31542896
chr2	31547034	31547402
chr2	31556556	31556719
chr2	31576735	31576908
chr2	31660154	31660345
chr2	31663970	31664247
chr2	31693776	31694012
chr2	31709121	31709329
chr2	31716372	31716893
chr2	31719320	31719690
chr2	31723104	31723622
chr2	31748872	31749798
chr2	31801786	31802050
chr2	31962577	31962772
chr2	32028836	32029118
chr2	32037246	32037682
chr2	32049944	32050190
chr2	32168864	32169121
chr2	32176016	32176685
chr2	32192257	32192481
chr2	32205928	32206317
